 Board : D:\pro.166\hm2.prime_h610m2-tf.100.230613948\hm2.prime_h610m2-tf.100.230613948-tr.brd
 Unit  : mil & mm
 Date  : Tue Jun 20 13:41:56 2023

---------------------------------------------------------------------------------------------------
                     TOP  LAYER  COMPONENT  CENTER  REPORT
---------------------------------------------------------------------------------------------------
         |                        |                  |        MIL        |        MM         |   | 
         |                        |                  |-------------------|-------------------|   | 
 refdes  |      device type       |     package      |    x    |    y    |    x    |    y    |ang|m
---------------------------------------------------------------------------------------------------
D4C48     C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            8641.00   8790.00   219.481   223.266 0   N
D4C381    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            6813.00   8740.00   173.050   221.996 270 N
D4C382    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            6848.00   8740.00   173.939   221.996 270 N
D4C391    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            7200.00   8730.00   182.880   221.742 270 N
D4C392    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            7165.00   8730.00   181.991   221.742 270 N
D4C451    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            7893.00   8730.00   200.482   221.742 270 N
D4C452    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            7928.00   8730.00   201.371   221.742 270 N
D4C461    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            8250.00   8725.00   209.550   221.615 270 N
D4C462    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            8285.00   8725.00   210.439   221.615 270 N
D4R1      R_MBS_R0402_DISCRETE_240OHM/240Ohm MBS_R0402            7175.00   5995.00   182.245   152.273 270 N
D4R3      R_MBS_R0402_DISCRETE_240OHM/240Ohm MBS_R0402            7910.00   5985.00   200.914   152.019 270 N
D4R21     R_MBS_R0402_DISCRETE_240OHM/240Ohm MBS_R0402            7210.00   5995.00   183.134   152.273 270 N
D4R22     R_MBS_R0402_DISCRETE_240OHM/240Ohm MBS_R0402            7560.00   5985.00   192.024   152.019 270 N
D4R41     R_MBS_R0402_DISCRETE_240OHM/240Ohm MBS_R0402            8285.00   5985.00   210.439   152.019 270 N
D4R42     R_MBS_R0402_DISCRETE_240OHM/240Ohm MBS_R0402            8250.00   5985.00   209.550   152.019 270 N
DIMM_A2   DDR4_DIMM_288P_2HOLD_2PTH_MBS_D/DDR4_DIMM_288P MBS_DDR4_DIMM_288P_2HD_FXCO   7385.48   6072.25   187.591   154.235 270 N
DIMM_A1_1 DDR4_DIMM_288P_2HOLD_2PTH_MBS_D/DDR4_DIMM_288P MBS_DDR4_DIMM_288P_2HD_FXCO   6655.48   6072.25   169.049   154.235 270 N
DIMM_A1_2 DDR4_DIMM_288P_2HOLD_2PTH_MBS_D/DDR4_DIMM_288P MBS_DDR4_DIMM_288P_2HD_FXCO   7005.48   6072.25   177.939   154.235 270 N
DIMM_A2_STAR ASTERISK_MBS_TEXT_ASTERISK_ASTE/ASTERISK MBS_TEXT_ASTERISK    6170.00   8955.00   156.718   227.457 0   N
DIMM_B2   DDR4_DIMM_288P_2HOLD_2PTH_MBS_D/DDR4_DIMM_288P MBS_DDR4_DIMM_288P_2HD_FXCO   8465.48   6072.25   215.023   154.235 270 N
DIMM_B1_1 DDR4_DIMM_288P_2HOLD_2PTH_MBS_D/DDR4_DIMM_288P MBS_DDR4_DIMM_288P_2HD_FXCO   7735.48   6072.25   196.481   154.235 270 N
DIMM_B1_2 DDR4_DIMM_288P_2HOLD_2PTH_MBS_D/DDR4_DIMM_288P MBS_DDR4_DIMM_288P_2HD_FXCO   8085.48   6072.25   205.371   154.235 270 N
DIMM_B2_STAR ASTERISK_MBS_TEXT_ASTERISK_ASTE/ASTERISK MBS_TEXT_ASTERISK    6425.00   8960.00   163.195   227.584 0   N
DP        DISPLAYP_CON_20P_4HD_MBS_DISPLA/DISPLAYP_CON_20P MBS_DISPLAY_20P_4HOD_LF3    287.29   5369.72     7.297   136.391 270 N
DU1       NCT3532Y_2VIA_S_QFN_16P_20_S118/NCT3532Y S_QFN_16P_20_S118_2VIA_H39   1095.00   5660.00    27.813   143.764 180 N
DVI       DVI_CON_24P_8HOLD_COM_MBS_DVI_2/DVI_CON_24P MBS_DVI_28P_4HD_RA_COMP_LF3    184.70   6835.83     4.691   173.630 270 N
EATXC6    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9110.00   6670.00   231.394   169.418 270 N
EATXC8    C_MBS_C0402_1000PF/50V/1000PF/50V MBS_C0402            9110.00   6930.00   231.394   176.022 90  N
EATXC12   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9110.00   5895.00   231.394   149.733 270 N
EATXC15   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9345.00   5635.00   237.363   143.129 0   N
EATXC16   C_MBS_C0402_1000PF/50V/1000PF/50V MBS_C0402            9275.00   5635.00   235.585   143.129 180 N
EATXC20   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9110.00   6860.00   231.394   174.244 90  N
EATXR16   R_MBS_R0402_33OHM/33Ohm  MBS_R0402            9185.00   5635.00   233.299   143.129 180 N
EATXR216  R_MBS_R0603_20KOHM/20KOhm MBS_R0603            9185.00   5590.00   233.299   141.986 180 N
EC13      C_MBS_C0402_DISCRETE_10PF/50V/10PF/50V MBS_C0402            4388.00   5891.00   111.455   149.631 90  N
EC101     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1170.00   8970.00    29.718   227.838 180 N
EC102     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402             335.00   2730.00     8.509    69.342 90  N
EC103     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            3380.00    480.00    85.852    12.192 0   N
EC104     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5565.00    410.00   141.351    10.414 180 N
EC105     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9120.00   7965.00   231.648   202.311 270 N
EC106     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1570.00   7170.00    39.878   182.118 180 N
EC107     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1540.00   5610.00    39.116   142.494 180 N
EC108     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1715.00   1220.00    43.561    30.988 90  N
EC111     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            8870.00    275.00   225.298     6.985 90  N
EC112     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            8815.00    275.00   223.901     6.985 270 N
EC113     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9255.00   3580.00   235.077    90.932 90  N
EC117     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402             566.00   1995.00    14.376    50.673 180 N
EC119     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            8732.00   4385.00   221.793   111.379 0   N
EC120     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402             560.00   1720.00    14.224    43.688 180 N
EC121     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1915.00   2120.00    48.641    53.848 270 N
EC122     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1930.00   3580.00    49.022    90.932 180 N
EC123     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1841.00   1118.00    46.761    28.397 0   N
EC124     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            6385.00   4020.00   162.179   102.108 180 N
EC131     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            6385.00   3900.00   162.179    99.060 0   N
EC132     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            8345.00   3355.00   211.963    85.217 180 N
EC201     C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402             875.00   2435.00    22.225    61.849 270 N
EC300     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5730.00   4250.00   145.542   107.950 270 N
EC301     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            6145.00   4075.00   156.083   103.505 270 N
EC302     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            3855.00   3805.00    97.917    96.647 270 N
EMC1      C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            7010.00   1120.00   178.054    28.448 90  N
EMC101    C_MBS_C0402_DISCRETE_1000PF/50V/1000PF/50V MBS_C0402            5995.00   1705.00   152.273    43.307 90  N
ESDATC1   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9110.00   5770.00   231.394   146.558 90  N
ESDATC4   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9110.00   6520.00   231.394   165.608 90  N
ESDATC9   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9110.00   7090.00   231.394   180.086 90  N
ESDATC10  C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9110.00   7225.00   231.394   183.515 90  N
ESDATC14  C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9415.00   5635.00   239.141   143.129 180 N
ESDC1     C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            3400.00   5530.00    86.360   140.462 180 N
ESDC2     C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            3310.00   5405.00    84.074   137.287 0   N
ESDC3     C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            3495.00   6490.00    88.773   164.846 0   N
ESDC4     C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            3470.00   5530.00    88.138   140.462 0   N
ESDC7     C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            6835.00   1825.00   173.609    46.355 180 N
ESDC8     C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            6835.00   1900.00   173.609    48.260 0   N
ESDC9     C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            8355.00   1592.00   212.217    40.437 0   N
ESDC14    C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            6835.00   2150.00   173.609    54.610 180 N
ESDC15    C_MBS_C0402_DISCRETE_1000PF/50V/1000PF/50V MBS_C0402            8445.00   1592.00   214.503    40.437 180 N
ESDC17    C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            4290.00   1945.00   108.966    49.403 270 N
ESDO1C3   C_MBS_C0402_100PF/50V/100PF/50V MBS_C0402            1505.00   2180.00    38.227    55.372 0   N
ESDO1C4   C_MBS_C0402_100PF/50V/100PF/50V MBS_C0402             655.00   1960.00    16.637    49.784 180 N
ESDO1C5   C_MBS_C0402_100PF/50V/100PF/50V MBS_C0402             765.00   2405.00    19.431    61.087 180 N
ESDO1C6   C_MBS_C0402_100PF/50V/100PF/50V MBS_C0402             652.00   1800.00    16.561    45.720 0   N
ESDOC201  C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            8900.00    560.00   226.060    14.224 180 N
ESDOC203  C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            8900.00    525.00   226.060    13.335 180 N
ESDOC204  C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9120.00    615.00   231.648    15.621 90  N
ESDOC205  VPORT0603_MBS_VARISTOR_0402_H24/VPORT0402220MV05 MBS_VARISTOR_0402_H24   9080.00    615.00   230.632    15.621 90  N
ESDOC405  C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402             950.00   9430.00    24.130   239.522 180 N
ESDOC762  C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402             655.00   2185.00    16.637    55.499 180 N
ESDUC3    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            1020.00   9430.00    25.908   239.522 0   N
ESDUC4    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            5842.00    170.00   148.387     4.318 180 N
ESDUC32   C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            9390.00   5305.00   238.506   134.747 90  N
ESDUC37   C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402             835.00   4895.00    21.209   124.333 180 N
ESDUC701  C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            4135.00    340.00   105.029     8.636 90  N
ESDUC703  C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            4922.00    168.00   125.019     4.267 180 N
ESDUCC3   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402             585.00   4900.00    14.859   124.460 0   N
F1U1      W25Q256JWEIQ_S_DFN_8P_236X315_P/W25Q256JVEIQ S_DFN_8P_236X315_PAD_COLAY   8815.00    995.00   223.901    25.273 90  N
F1U2      W25Q32JVSSIQ_S_SOIC_8P_50_213X3/W25Q64JVSSIQ S_SOIC_8P_50_213X311_NS   8810.00   1235.00   223.774    31.369 90  N
F1_0.3G_BETA TP_STD_SPI_LOGO_S_TP_STD_SPI_LO/SPI S_TP_STD_SPI_LOGO   -3010.00   6325.00   -76.454   160.655 0   N
F_PANEL   HEADER_2X5P_K10_MBS_HD_2X5P_1_1/HEADER_2X5P_K10 MBS_HD_2X5P_100_K10_LF3   9260.00    240.00   235.204     6.096 0   N
GC9       C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402             590.00   8680.00    14.986   220.472 180 N
GC10      C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402             590.00   8600.00    14.986   218.440 180 N
GC11      C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402             590.00   8640.00    14.986   219.456 180 N
GC12      C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1080.00   8640.00    27.432   219.456 180 N
GC13      C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1320.00   8640.00    33.528   219.456 0   N
GC14      C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1095.00   8280.00    27.813   210.312 180 N
GC15      C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1265.00   8255.00    32.131   209.677 270 N
GC16      C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402             505.00   8405.00    12.827   213.487 0   N
GC25      C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402             770.00   5810.00    19.558   147.574 180 N
GC26      C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402             952.00   5890.00    24.181   149.606 90  N
GC49      C_MBS_C0402_DISCRETE_100PF/50V/100PF/50V MBS_C0402             520.00   6685.00    13.208   169.799 180 N
GC50      C_MBS_C0402_DISCRETE_100PF/50V/100PF/50V MBS_C0402             695.00   6810.00    17.653   172.974 0   N
GC51      C_MBS_C0402_DISCRETE_100PF/50V/100PF/50V MBS_C0402             520.00   6865.00    13.208   174.371 0   N
GC80      C_MBS_C0603_4.7UF/6.3V/4.7UF/6.3V MBS_C0603             940.00   6380.00    23.876   162.052 270 N
GC81      C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402             755.00   6470.00    19.177   164.338 90  N
GC112     C_MBS_C0402__0.5PF/50V/0.5PF/50V MBS_C0402            1040.00   8565.00    26.416   217.551 90  N
GC514     C_MBS_C0402_10PF/50V/10PF/50V MBS_C0402             835.00   7825.00    21.209   198.755 90  N
GC515     C_MBS_C0402_10PF/50V/10PF/50V MBS_C0402             880.00   7825.00    22.352   198.755 90  N
GC516     C_MBS_C0402_10PF/50V/10PF/50V MBS_C0402             925.00   7825.00    23.495   198.755 90  N
GC517     C_MBS_C0402_10PF/50V/10PF/50V MBS_C0402             835.00   7640.00    21.209   194.056 90  N
GC518     C_MBS_C0402_10PF/50V/10PF/50V MBS_C0402             880.00   7640.00    22.352   194.056 90  N
GC519     C_MBS_C0402_10PF/50V/10PF/50V MBS_C0402             925.00   7640.00    23.495   194.056 90  N
GC521     C_MBS_C0402_100PF/50V/100PF/50V MBS_C0402            1110.00   7455.00    28.194   189.357 90  N
GC522     C_MBS_C0402_100PF/50V/100PF/50V MBS_C0402            1155.00   7455.00    29.337   189.357 90  N
GC523     C_MBS_C0402_10PF/50V/10PF/50V MBS_C0402            1020.00   7640.00    25.908   194.056 90  N
GC524     C_MBS_C0402_10PF/50V/10PF/50V MBS_C0402             985.00   7735.00    25.019   196.469 270 N
GC525     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402             520.00   6930.00    13.208   176.022 180 N
GC531     C_MBS_C0402_100PF/50V/100PF/50V MBS_C0402            1020.00   7735.00    25.908   196.469 270 N
GC532     C_MBS_C0402_100PF/50V/100PF/50V MBS_C0402             985.00   7640.00    25.019   194.056 90  N
GC540     C_MBS_C0402_100PF/50V/100PF/50V MBS_C0402             770.00   5565.00    19.558   141.351 180 N
GC541     C_MBS_C0402_470PF/50V/470PF/50V MBS_C0402             970.00   5440.00    24.638   138.176 180 N
GC542     C_MBS_C0402_470PF/50V/470PF/50V MBS_C0402             970.00   5490.00    24.638   139.446 180 N
GC543     C_MBS_C0603_DISCRETE_10UF/6.3V/10UF/6.3V MBS_C0603            1033.00   5800.00    26.238   147.320 90  N
GC544     C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            1075.00   5810.00    27.305   147.574 90  N
GC545     C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            1110.00   5810.00    28.194   147.574 90  N
GC546     C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402             970.00   5641.00    24.638   143.281 180 N
GC547     C_MBS_C0603_DISCRETE_1UF/16V/1UF/16V MBS_C0603             910.00   5890.00    23.114   149.606 90  N
GCX9      C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1425.00   8360.00    36.195   212.344 0   N
GCX10     C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1425.00   8395.00    36.195   213.233 0   N
GCX11     C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1425.00   8430.00    36.195   214.122 0   N
GCX12     C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1425.00   8465.00    36.195   215.011 0   N
GCX13     C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1425.00   8500.00    36.195   215.900 0   N
GCX14     C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1425.00   8535.00    36.195   216.789 0   N
GCX15     C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1425.00   8570.00    36.195   217.678 0   N
GCX16     C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1425.00   8605.00    36.195   218.567 0   N
GCX20     C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1305.00   5610.00    33.147   142.494 0   N
GCX22     C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      1305.00   5655.00    33.147   143.637 0   N
GCX27     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1155.00   7035.00    29.337   178.689 0   N
GCX28     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1155.00   7085.00    29.337   179.959 0   N
GCX29     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1155.00   7120.00    29.337   180.848 0   N
GCX30     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1155.00   7170.00    29.337   182.118 0   N
GCX31     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1155.00   7205.00    29.337   183.007 0   N
GCX32     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1155.00   7255.00    29.337   184.277 0   N
GCX33     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1155.00   7340.00    29.337   186.436 0   N
GCX34     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1155.00   7290.00    29.337   185.166 0   N
GCX45     C_IV_MBS_C0402_IV__0.1UF/16V/0.1UF/16V MBS_C0402_IV          760.00   5210.00    19.304   132.334 0   N
GCX46     C_IV_MBS_C0402_IV__0.1UF/16V/0.1UF/16V MBS_C0402_IV          760.00   5245.00    19.304   133.223 0   N
GCX47     C_IV_MBS_C0402_IV__0.1UF/16V/0.1UF/16V MBS_C0402_IV          760.00   5175.00    19.304   131.445 0   N
GCX48     C_IV_MBS_C0402_IV__0.1UF/16V/0.1UF/16V MBS_C0402_IV          760.00   5140.00    19.304   130.556 0   N
GCX49     C_IV_MBS_C0402_IV__0.1UF/16V/0.1UF/16V MBS_C0402_IV          760.00   5280.00    19.304   134.112 0   N
GCX50     C_IV_MBS_C0402_IV__0.1UF/16V/0.1UF/16V MBS_C0402_IV          760.00   5315.00    19.304   135.001 0   N
GCX51     C_IV_MBS_C0402_IV__0.1UF/16V/0.1UF/16V MBS_C0402_IV          760.00   5350.00    19.304   135.890 0   N
GCX52     C_IV_MBS_C0402_IV__0.1UF/16V/0.1UF/16V MBS_C0402_IV          760.00   5385.00    19.304   136.779 0   N
GCXR1     SL_0402_SHORTPIN_S_SHORT_R040_1/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK_IV    655.00   5208.00    16.637   132.283 180 N
GCXR2     SL_0402_SHORTPIN_S_SHORT_R040_1/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK_IV    655.00   5243.00    16.637   133.172 180 N
GCXR3     SL_0402_SHORTPIN_S_SHORT_R040_1/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK_IV    655.00   5173.00    16.637   131.394 180 N
GCXR4     SL_0402_SHORTPIN_S_SHORT_R040_1/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK_IV    655.00   5138.00    16.637   130.505 180 N
GCXR5     SL_0402_SHORTPIN_S_SHORT_R040_1/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK_IV    655.00   5278.00    16.637   134.061 180 N
GCXR6     SL_0402_SHORTPIN_S_SHORT_R040_1/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK_IV    655.00   5313.00    16.637   134.950 180 N
GCXR7     SL_0402_SHORTPIN_S_SHORT_R040_1/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK_IV    655.00   5352.00    16.637   135.941 180 N
GCXR8     SL_0402_SHORTPIN_S_SHORT_R040_1/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK_IV    655.00   5387.00    16.637   136.830 180 N
GCXR9     SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    965.00   8358.00    24.511   212.293 180 N
GCXR10    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    965.00   8322.00    24.511   211.379 180 N
GCXR11    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    965.00   8433.00    24.511   214.198 180 N
GCXR12    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    965.00   8397.00    24.511   213.284 180 N
GCXR13    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    965.00   8508.00    24.511   216.103 180 N
GCXR14    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    965.00   8472.00    24.511   215.189 180 N
GCXR15    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    965.00   8547.00    24.511   217.094 180 N
GCXR16    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    965.00   8583.00    24.511   218.008 180 N
GCXR17    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    970.00   7080.00    24.638   179.832 180 N
GCXR18    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    970.00   7040.00    24.638   178.816 180 N
GCXR19    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    970.00   7120.00    24.638   180.848 180 N
GCXR20    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    970.00   7160.00    24.638   181.864 180 N
GCXR21    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    970.00   7195.00    24.638   182.753 180 N
GCXR22    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    970.00   7235.00    24.638   183.769 180 N
GCXR23    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    970.00   7320.00    24.638   185.928 180 N
GCXR24    SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    970.00   7280.00    24.638   184.912 180 N
GD4       SCHOTTKY_DIODE_MBS_SMA_SS14/SS14 MBS_SMA               850.00   6905.00    21.590   175.387 0   N
GD12      IP4220CZ6_MBS_SOT23_6P_IP4220CZ/IP4220CZ6 MBS_SOT23_6P          565.00   6775.00    14.351   172.085 270 N
GD13      AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P          415.00   8640.00    10.541   219.456 90  N
GD14      AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P          820.00   5480.00    20.828   139.192 270 N
GD15      IP4220CZ6_MBS_SOT23_6P_IP4220CZ/IP4220CZ6 MBS_SOT23_6P          885.00   7490.00    22.479   190.246 180 N
GD16      IP4220CZ6_MBS_SOT23_6P_IP4220CZ/IP4220CZ6 MBS_SOT23_6P         1025.00   7490.00    26.035   190.246 0   N
GD101     AZ1045_04F_AM_MBS_DFN_10P_20_98/AZ1045-04F MBS_DFN_10P_20_98X39    860.00   7255.00    21.844   184.277 270 N
GD102     AZ1045_04F_AM_MBS_DFN_10P_20_98/AZ1045-04F MBS_DFN_10P_20_98X39    860.00   7100.00    21.844   180.340 270 N
GD103     AZ1045_04F_AM_MBS_DFN_10P_20_98/AZ1045-04F MBS_DFN_10P_20_98X39    870.00   8375.00    22.098   212.725 270 N
GD104     AZ1045_04F_AM_MBS_DFN_10P_20_98/AZ1045-04F MBS_DFN_10P_20_98X39    870.00   8525.00    22.098   216.535 270 N
